Tipo de Muestra,Numero,area,perimetro,largo,ancho,volumen,superficie,espesor,espesor medio,intensidad media,contraste medio,suavidad,asimetria,uniformidad,aleatoriedad,Rp,area convex hull,perimetro convex hull,Ra,Rv,Rs,superficie convex hull,volumen convex hull,enlongacion Feret 2D,convexidad Feret 2D,solidez Feret 2D,factor de forma 2D,circularidad,rectangularidad,compacticidad 2D,relacion de aspecto 2D,redondez 2D,curvatura 2D,solidez 2D,convexidad 2D,area de defecto,factor de Paris 2D,extension 2D,indice de concavidad 2D,enlongacion Feret 3D,convexidad Feret 3D,solidez Feret 3D,relacion de aspecto 3D,planitud,factor de forma 3D,esfericidad,paralelepipedad,compacticidad 3D,redondez 3D,curvatura 3D,solidez 3D,convexidad 3D,volumen de defecto,factor de Paris 3D,extension 3D,indice de concavidad 3D,factor de Wilson-Huang,factor de Dellino,clase
CA3 V1A,0.307,9681.41,536.54,161.11,104.32,642467.0483,57379.37,140.54,66.15,7.88219863,2.52183126,0.86412366,-4.649718835,67.13015707,2.864961401,85.393,10840.953,583.367,55.513,53.529,67.573,55949.94852,901078.383,2.6810591,0.8676225,1.8804743,0.4226144,0.650088,1.0106996,0.5760346,0.6475079,0.4749017,1.0600583,0.8930405,0.9197304,0.1197701,-0.1605391,0.6450263,0.1337294,4.3210307,1.1091126,1.6131482,0.4984628,1.3472406,0.4970996,0.6275219,0.5301945,0.2719869,0.4419916,0.9246565,0.712998,1.0255482,0.4025286,0.0510964,0.3814694,0.2881369,0.7599284,0.4079445,0
CA3 V1A,0.311,5495.41,401.31,133.35,69.41,394446.535,40440.13,140.54,71.55,8.52556611,3.03401968,0.90201146,-4.904756558,80.30122025,2.948956531,63.87,6080.512,462.862,41.824,45.495,56.729,39674.53256,497797.7355,3.2358318,0.9050892,2.2968665,0.4287953,0.6548246,0.9896183,0.5937246,0.5205099,0.3934814,0.9579373,0.9037742,0.8670187,0.1064711,-0.2659627,0.6569391,0.1641446,7.0380131,1.5640964,2.9200072,0.7057913,2.0248399,0.5158168,0.6431768,0.5355946,0.3032217,0.2713634,0.6516842,0.7923831,1.0192969,0.2620157,0.0385939,0.3826706,0.2085117,0.7872296,0.421168,0
CA3 V1A,0.316,1358.42,166.58,53.84,35.12,37470.605,7338.42,60.7,27.5,3.27635906,1.50731666,0.69437686,0.276995028,12.77174293,1.496218777,26.512,1481.066,205.36,20.794,20.759,24.166,8004.463914,53533.81998,2.1339097,0.823645,1.5371833,0.6151743,0.7843305,0.9362635,0.7184135,0.6523031,0.5966698,0.9848451,0.9171909,0.8111628,0.0902856,-0.3776745,0.7832759,0.2061961,5.9672589,1.4458659,2.1869355,0.6182044,1.7282266,0.6338888,0.737919,0.5032991,0.3264946,0.3200564,0.6340774,0.6999427,0.9167909,0.4286884,-0.1664181,0.466459,0.311381,0.8898154,0.5787724,0
CA3 V1A,0.332,1210.84,184.25,54.26,39.12,36151.9575,8121.59,80.7,29.76,3.54633828,1.82708936,0.7694926,-0.474191653,15.63966151,1.497477664,29.324,1453.269,204.752,19.632,20.512,25.422,9420.731325,60390.07195,2.4314919,0.8325337,1.5911223,0.4482101,0.6694849,0.9865603,0.5704376,0.7209731,0.5236454,1.0808809,0.8331839,0.8998697,0.2002152,-0.2002606,0.6846479,0.1945602,14.5375154,2.1717671,4.5567487,0.6374728,2.0628857,0.5252867,0.6510249,0.4204407,0.211047,0.1313745,0.3969567,0.5986407,0.8620976,0.670451,-0.2758048,0.3525437,0.4243894,1.1041291,0.4358514,0
CA3 V1A,0.348,8151.12,652.44,137.98,110.84,196174.0058,48356.15,129.14,23.99,2.85863882,1.67031564,0.73614458,1.472764574,10.78308275,1.252828432,103.839,11461.509,575.634,50.937,36.045,62.033,54295.12493,949681.5331,2.3356889,0.7530421,1.304609,0.2406279,0.4905384,1.3110682,0.5329723,0.8033048,0.5451238,1.5051319,0.7111734,1.1334277,0.4061269,0.2668554,0.7494267,0.3181568,10.9777232,0.9649205,1.187338,0.1928454,1.1650773,0.196196,0.3376448,0.5098105,0.0993293,0.1739759,0.922995,0.2065682,0.8906168,3.8410162,-0.2187664,0.4808549,0.8009361,0.8696085,0.1656277,0
CA3 V1A,0.361,12659.66,493.22,164.48,117.15,657015.3033,70714.2,111.18,51.74,6.1643688,2.11753924,0.81765043,-11.5583963,41.6524959,2.417856027,78.498,13199.423,619.81,63.48,53.93,75.015,57874.90824,1097179.888,2.1369982,0.8336894,1.60976,0.653959,0.8086773,0.8756525,0.6570019,0.7122446,0.5958075,0.9545039,0.9591071,0.7957598,0.0426365,-0.4084804,0.6850142,0.2082938,2.0914671,0.67093,0.6557636,0.367405,0.9490007,0.3715709,0.516846,0.6990447,0.3066982,0.9131673,1.8211221,0.5988219,1.2218456,0.6699457,0.4436911,0.5121694,0.4584314,0.6940827,0.4179616,0
CA3 V1A,0.365,5556.81,384.9,135.87,63.31,549112.1658,48842.01,179.87,98.51,11.73736705,5.00235101,0.96157322,-36.62985986,159.7767889,3.343692398,61.259,6086.839,470.494,42.057,50.799,62.344,47968.1914,604663.201,3.3221681,0.907235,2.382019,0.4713457,0.6865462,0.9662115,0.6459957,0.4659601,0.3832556,0.9017257,0.9129221,0.8180772,0.0953837,-0.3638456,0.7076132,0.201689,10.5982563,2.11898,5.0394202,0.9891458,2.8411414,0.5409996,0.6639438,0.549664,0.3548951,0.1802051,0.4805221,0.908129,1.0182166,0.1011652,0.0364333,0.3907981,0.0936597,0.8949093,0.4558281,0
CA3 V1A,0.368,6642.64,432.43,129.14,105.58,479639.0208,72315.97,179.87,82.41,9.81873451,3.28393636,0.91514089,3.169825779,82.731815,2.94806829,68.823,7660.394,512.625,45.983,48.56,75.86,54250.59378,840987.2934,2.5106192,0.7914269,1.7098593,0.4463946,0.6681277,0.9211614,0.4871899,0.8175623,0.5071416,1.0658723,0.8671408,0.8435599,0.1532152,-0.3128801,0.5618348,0.2052439,12.133357,1.8735949,3.6233032,0.7021676,1.7036623,0.2622946,0.4097569,0.6473625,0.1955721,0.1574057,0.7114658,0.5703285,1.3329987,0.7533755,0.6659974,0.3429113,0.5436044,1.1052062,0.2737699,0
CA3 V1A,0.38,5329.82,369.97,104.95,70.67,590164.8983,49980.85,188.56,110.38,13.15212677,5.71181876,0.97026011,-88.96595491,201.8205815,3.471841523,58.883,5694.651,402.491,41.189,52.035,63.066,48449.66297,720809.8592,2.0665806,0.8191734,1.5191046,0.489316,0.6995112,1.0533254,0.7186129,0.6733683,0.6161093,1.1221068,0.9359345,0.9192,0.0684508,-0.1615999,0.7678026,0.1031165,11.3591232,2.3053555,4.8696314,1.2570639,2.6681135,0.5616867,0.6807632,0.6165764,0.4220039,0.1681344,0.4474814,0.8187525,1.0316037,0.2213703,0.0632073,0.515423,0.1839822,1.2349956,0.4762015,0
CA3 V1A,0.408,751.65,144.28,33.02,32.81,27135.7858,7971.25,116.88,35.99,4.28807375,1.42929606,0.67136475,-0.532330075,20.02828926,1.979364724,22.963,831.771,154.255,15.468,18.642,25.186,8928.102807,48534.20345,1.4505693,0.6724916,1.0295331,0.4537465,0.6736071,1.095853,0.6937969,0.9936402,0.8777516,1.3908465,0.9036743,0.9353326,0.1065934,-0.1293348,0.7677511,0.1160194,58.8391247,4.8068779,17.2250036,1.0933866,3.5622957,0.4054889,0.5478386,0.4540716,0.2143004,0.032459,0.1857394,0.5591064,0.8928269,0.7885682,-0.2143463,0.3832908,0.4537325,2.2666403,0.3690279,0
CA3 V1A,0.416,6314.3,565.36,126.2,74.67,260494.03,47364.33,112.45,41.13,4.9001308,2.05766259,0.80894064,7.943645468,27.72019391,2.153207429,89.98,7961.63,499.3,44.832,39.619,61.393,37247.68524,555146.8859,2.5222812,0.7940494,1.57111,0.2482475,0.4982444,1.4072783,0.6700693,0.5916799,0.5047968,1.4259879,0.7930914,1.1323048,0.2608888,0.2646096,0.8448828,0.2455926,5.4589319,1.0665655,1.3412081,0.4094755,1.5059908,0.268749,0.4164516,0.7397982,0.2458237,0.3498595,1.1922424,0.4692344,1.2716047,1.1311309,0.5432093,0.5238825,0.5962224,0.7413722,0.2074947,0
CA3 V1A,0.42,9188.6,530.66,120.52,118.2,769749.0442,105622.87,221.84,83.51,9.95027213,4.3786915,0.95042864,39.59043495,116.0160092,3.148107967,84.457,10066.672,532.29,54.082,56.853,91.68,64356.89382,1182424.21,1.5807708,0.7113129,1.1332408,0.4100403,0.6403439,1.1114695,0.6450194,0.9807501,0.8054549,1.401546,0.9127743,0.9969377,0.0955611,-0.0061245,0.7066581,0.0872794,14.1830969,2.4023426,4.8344329,0.6996511,1.8768199,0.2384726,0.3845554,0.7858478,0.2435749,0.1346574,0.6831687,0.6509923,1.6412052,0.5361165,1.2824104,0.3741594,0.7300346,1.4107207,0.2462477,0
CA3 V1A,0.428,1668.22,211.38,59.73,48.38,51615.7575,10069.83,63.85,30.84,3.67505876,1.18681057,0.58480715,-0.741741094,14.61917517,1.764025711,33.642,1941.726,242.435,23.044,23.097,28.308,10185.95162,74684.26896,2.1386106,0.7740113,1.4430685,0.4691756,0.6849639,0.9776154,0.5772912,0.8099782,0.5953583,1.1264749,0.8591428,0.8719043,0.1639508,-0.2561914,0.6719386,0.1903924,5.0419494,1.2571935,1.8245269,0.5706026,1.319657,0.5432194,0.6657587,0.5141855,0.2797673,0.3787938,0.7863546,0.6911195,0.9885998,0.4469277,-0.0228003,0.4048031,0.3090908,0.9394358,0.4560207,0
CA3 V2,0.468,6833.75,458.94,120.31,97.8,501030.3742,82054.45,260.49,73.09,8.70843508,4.98381014,0.96129786,78.5057691,99.01695484,2.804263972,73.043,7869.309,489.412,46.64,49.271,80.806,63340.22492,982437.6804,2.1180898,0.7722843,1.4446303,0.4077154,0.638526,1.0520838,0.5807892,0.8129,0.6011263,1.2142394,0.8684053,0.937738,0.151536,-0.1245241,0.6687997,0.1455807,35.2774527,3.3654602,9.4200864,0.670193,2.6634726,0.2266924,0.3717846,0.5982278,0.1634694,0.0541382,0.3849267,0.5099869,1.2954556,0.9608346,0.5909112,0.3205364,0.5721947,1.4890185,0.2373941,0
CA3 V2,0.476,8301.31,626.78,119.68,113.37,2292534.857,213766.62,517.31,275.3,32.80231234,14.11907945,0.99500869,-219.9332275,1251.812407,4.842132807,99.755,9410.759,514.444,51.404,81.798,130.426,134831.7206,2478122.711,1.7254268,0.7308585,1.1953866,0.2655377,0.5153035,1.3447329,0.6118246,0.9472761,0.7379273,1.667031,0.8821084,1.2183638,0.1336475,0.4367275,0.6935934,0.2481555,60.3877371,6.2354471,29.2509865,2.3626027,4.563066,0.2466791,0.393328,0.7968735,0.3266189,0.0316266,0.2542613,0.9251095,1.5854327,0.0809531,1.1708654,0.3530597,0.5902034,2.6348797,0.2026833,0
CA3 V2,0.48,10346.93,608.9,152.07,105.16,2333555.343,173460.26,414.14,224.83,26.78808998,8.78270235,0.98720178,12.73667473,779.046302,4.636585727,96.909,11326.472,579.131,57.389,82.283,117.488,109449.9967,2213614.997,2.23499,0.8249289,1.6035493,0.3506949,0.592195,1.1835711,0.6470195,0.6915236,0.5696847,1.2745373,0.9135175,1.0514027,0.0946698,0.1028054,0.7082727,0.1006055,30.4387927,4.9230148,16.8012681,1.7480566,3.9382015,0.3435139,0.4904893,0.7078783,0.352351,0.0627443,0.3219238,1.054183,1.5848357,-0.0513981,1.1696714,0.3342408,0.5873403,1.7074415,0.2904653,0
CA3 V2,0.484,2452.97,336.1,80.98,51.32,93745.2642,22476.44,107.6,38.1,4.53933578,1.7835797,0.76083173,1.44228053,23.33620554,2.034481014,53.492,3218.621,309.081,27.943,28.181,42.292,20456.10945,205456.7649,2.6733961,0.8231044,1.6002049,0.2728758,0.5223752,1.2702192,0.5902389,0.6337367,0.476263,1.3211157,0.7621183,1.0874162,0.3121322,0.1748324,0.7744715,0.253435,13.2888953,1.7780842,3.1748002,0.5759275,2.0966507,0.2958586,0.4440067,0.6110588,0.209639,0.1437184,0.6179483,0.4562773,1.0987642,1.1916495,0.1975283,0.4594553,0.5526199,0.9812306,0.2319381,0
CA3 V2,0.488,11331.5,616.68,152.7,105.8,1319998.63,115795.41,238.35,116.13,13.83633992,6.27979315,0.97526944,-136.4207156,232.7577039,3.58411485,98.148,12035.511,588.447,60.058,68.05,95.993,96362.11184,2033503.647,2.0577408,0.8152323,1.5216102,0.374436,0.6119117,1.1928046,0.7013951,0.6928618,0.618756,1.2854967,0.9415055,1.0479784,0.0621287,0.0959569,0.7449718,0.0756541,10.2588247,1.8522131,3.4867817,0.8984544,2.2528798,0.3562564,0.5025452,0.7444702,0.3427876,0.1861675,0.648775,0.6491253,1.2016695,0.5405347,0.403339,0.5280762,0.4047019,1.1268981,0.3075133,0
CA3 V2,0.501,9797.58,634.77,149.54,99.7,1662506.949,133476.99,292.84,169.16,20.15486079,5.31088469,0.96575987,15.19445571,425.5414544,4.262699097,101.027,11125.161,587.371,55.845,73.489,103.062,84087.99621,1590673.125,2.2824219,0.7998251,1.5786953,0.3055596,0.5527744,1.2734112,0.6571527,0.6667112,0.5578458,1.3511674,0.8806686,1.0806976,0.135501,0.1613952,0.7461975,0.1440559,15.1045869,3.2037903,8.2658972,1.3573674,2.9371691,0.3625601,0.508456,0.7592935,0.3807911,0.1264423,0.4954597,1.0451594,1.5873489,-0.0432081,1.1746978,0.3643379,0.5890824,1.3124775,0.2810615,0
CA3 V2,0.492,15624.91,716.38,181.72,121.99,4540231.024,331565.09,581.93,289.67,34.51402253,15.663328,0.99594057,-232.3129847,1410.510338,4.884826351,114.015,17151.908,692.557,70.523,102.722,162.435,220033.7017,5660035.816,2.1134303,0.8243224,1.5121083,0.3825961,0.6185435,1.1793816,0.70484,0.6713075,0.6024516,1.2548472,0.9109721,1.0343987,0.0977284,0.0687974,0.773723,0.0954423,43.4035452,4.8349958,18.2298292,1.907532,4.7702758,0.2529012,0.3999146,0.8334771,0.3519519,0.0440024,0.3116617,0.8021559,1.5068832,0.2466405,1.0137664,0.4387574,0.5441258,1.9368147,0.2473646,0
CA3 V2,0.505,9056.94,509.84,143.44,89.4,1188639.518,131442.98,391.58,130.83,15.58848234,7.99725751,0.98460499,318.0210032,301.6432437,3.732135145,81.144,10122.222,538.835,53.693,65.713,102.274,95625.66295,1710720.55,2.2717423,0.8363042,1.5964473,0.4378482,0.661701,1.0948291,0.7062748,0.6232571,0.5604683,1.1313937,0.8947581,0.9461894,0.1176205,-0.1076213,0.7893472,0.1182009,50.5149962,5.0375852,18.3776527,1.1237808,4.3801197,0.2652591,0.4128385,0.6319395,0.2367112,0.0378078,0.2728604,0.6948181,1.3745576,0.4392257,0.7491152,0.3406809,0.4831453,1.6765989,0.2731756,0
CA3 V2,0.51,5288.15,480.18,95.28,85.18,513468.6275,83472.31,229.5,96.79,11.53307962,4.97810513,0.96121254,-42.92499287,154.8848403,3.296773704,76.423,6014.172,400.041,41.028,49.675,81.502,54570.79321,871457.517,1.716721,0.7482505,1.1855437,0.2882076,0.5368497,1.3304333,0.651575,0.8939966,0.7416694,1.6041776,0.8792815,1.2003267,0.1372922,0.4006533,0.7410311,0.2338883,23.5419669,3.03222,7.2628832,1.0727529,2.6943122,0.2264261,0.3714933,0.8426134,0.2756697,0.0811257,0.5044539,0.5892067,1.5296151,0.6971972,1.0592302,0.4678658,0.6702561,1.6513513,0.1994361,0
CA3 V2,0.518,8097.59,535.08,129.35,101.17,680665.285,118667.3,248.23,83.8,9.98419306,4.50536727,0.95304797,72.09690544,117.8026798,3.140912434,85.161,8814.815,511.151,50.77,54.569,97.176,76285.52612,1381739.833,2.0662225,0.7949993,1.4907662,0.3554088,0.5961617,1.1605934,0.6187819,0.7821415,0.6162161,1.3167472,0.9186341,1.0468131,0.0885727,0.0936263,0.6735891,0.0938716,22.4711838,2.537547,5.796047,0.7270089,2.4535868,0.1770774,0.3153374,0.8439082,0.2095377,0.0849915,0.6130202,0.4926147,1.5555677,1.0299843,1.1111354,0.4253583,0.7523931,1.3505968,0.1879921,0
CA3 V2,0.514,6719.84,451.16,113.58,85.81,926862.045,79587.83,273.34,137.5,16.38292037,4.95654976,0.96088767,32.28125317,287.0989004,3.946838827,71.804,7368.311,462.336,46.249,60.484,79.583,55360.88669,864489.2209,1.9197505,0.7717815,1.3750728,0.4148658,0.6441008,1.1313506,0.689476,0.7555027,0.6632318,1.2643836,0.9119919,0.9758279,0.0965009,-0.0483442,0.7560111,0.0912672,22.0344804,4.2399309,12.3696369,1.3791875,3.18543,0.4390068,0.5776271,0.6193807,0.347912,0.0866759,0.3390665,1.0721499,1.4376184,-0.0672946,0.8752368,0.3244994,0.4435262,1.5810519,0.37205,0
CA3 V2,0.522,593.06,117.99,34.91,28.82,14535.1792,4602.69,85.21,24.43,2.91109366,0.94665803,0.47261874,0.127081352,9.185378152,1.439326558,18.779,653.703,143.453,13.74,15.139,19.138,4982.688258,21740.18753,2.0549491,0.7645229,1.4642286,0.5353257,0.7316596,0.9257022,0.5894606,0.8255514,0.6195966,1.0758345,0.9072311,0.8225002,0.102255,-0.3549996,0.6497359,0.2002804,42.5675679,4.5781039,14.901657,0.7667391,2.9566898,0.4950271,0.6257766,0.3575375,0.1695418,0.0448665,0.2017727,0.6685857,0.9237363,0.4956945,-0.1525274,0.2535828,0.3400758,1.6332254,0.4578554,0
CA3 V2,0.526,1193.06,161.95,44.38,37.44,98905.4258,15429.2,142.59,82.64,9.84675316,3.99079747,0.94092092,-9.487678631,110.7646411,3.128824051,25.775,1290.12,189.187,19.488,28.689,35.04,15162.88652,113727.1879,1.6508679,0.7369639,1.1990415,0.5716237,0.756058,0.9896725,0.7180243,0.8436233,0.7712547,1.1615657,0.9247664,0.856032,0.0813542,-0.287936,0.7764386,0.1624404,29.3103707,4.2123936,13.3467569,2.0200817,3.8084182,0.5488216,0.6703282,0.5788235,0.4174616,0.0651598,0.2415642,0.8696727,1.0175635,0.1498579,0.035127,0.4800215,0.1315055,2.0282467,0.506807,0
CA3 V2,0.53,6872.68,442.53,108.95,91.7,304531.7208,65137.36,150.25,44.17,5.26309927,2.37672928,0.84959787,-0.785220279,32.74336517,2.185972116,70.431,7391.868,456.504,46.772,41.736,71.996,50712.18844,828950.7554,1.7271432,0.7497769,1.261218,0.4410121,0.6640875,1.1027411,0.6879067,0.8416705,0.737194,1.292902,0.9297623,0.9693881,0.0755437,-0.0612239,0.7398737,0.0766187,11.1377788,1.3984865,2.1424022,0.4402889,1.6384796,0.194811,0.3360539,0.8114157,0.2028736,0.1714758,0.9184585,0.3673701,1.2844518,1.7220506,0.5689035,0.5522323,0.6936378,1.1103652,0.2231692,0
CA3 V2,0.553,8411.99,692.82,131.03,94.86,2016495.495,221407.34,526.34,238.97,28.47302802,14.2007041,0.99506563,73.77689085,1212.695894,4.809671559,110.266,9239.153,508.683,51.746,78.374,132.737,132829.8131,2627421.695,2.0409987,0.8092329,1.4594835,0.2202256,0.469282,1.533534,0.6767759,0.7239563,0.6238316,1.6830608,0.910472,1.3619882,0.0983314,0.7239764,0.7433242,0.3728951,72.3098529,6.5521546,29.0578565,2.1157873,5.5485792,0.2058427,0.3486237,0.8429809,0.3082325,0.0264122,0.2543972,0.7674807,1.6668497,0.3029643,1.3336995,0.401616,0.706225,2.3704427,0.1636028,0
CA3 V1B,0.6,6960.67,467.14,122.2,98.85,1087310.567,81615.19,255.04,155.72,18.55400705,6.06181149,0.97350682,-58.29811248,373.4693751,4.100949581,74.348,7806.491,477.155,47.071,63.79,80.59,64164.24945,1110394.057,2.1453165,0.8045663,1.5023683,0.4008361,0.6331162,1.0566388,0.5762397,0.8089198,0.5934973,1.216819,0.8916516,0.9790115,0.1215143,-0.041977,0.6462611,0.1103626,15.2569883,3.1847233,7.8224702,1.4089077,2.5800659,0.4959333,0.6265401,0.5961146,0.3529379,0.1251793,0.3993983,0.9792114,1.271973,0.0212299,0.5439459,0.3604307,0.2727663,1.4479931,0.3966727,0
CA3 V1B,0.616,6809.06,442.74,111.26,100.33,1268858.928,109171.55,323.06,185.77,22.13407292,6.79692279,0.97881273,-207.0267913,525.4020938,4.354075298,70.464,7490.29,473.702,46.555,67.16,93.207,84763.55014,1467111.459,1.8179877,0.7378763,1.297984,0.4365153,0.6606931,1.0462215,0.6099824,0.9017616,0.7003565,1.2666593,0.9090515,0.934638,0.1000477,-0.1307241,0.6710097,0.1119992,26.5716789,3.8680816,12.0328319,1.7559072,3.2199315,0.3740893,0.5191787,0.6864574,0.3518569,0.0718757,0.3329697,0.8648688,1.287954,0.1562447,0.5759079,0.4068326,0.3180848,1.9026862,0.3430178,0
CA3 V1B,0.621,15317.76,836.48,168.47,132.09,2493448.527,223243.91,326.72,162.27,19.33482724,7.95804437,0.98445527,-160.2414194,428.9915208,4.074343595,133.13,17051.129,689.85,69.827,84.121,133.286,132376.6357,3434516.688,1.8528911,0.7672157,1.3073199,0.2751022,0.5245018,1.3915358,0.6883396,0.7840565,0.6871637,1.5804586,0.8983428,1.2125527,0.1131608,0.4251054,0.7662326,0.2356116,13.9865789,2.5332602,5.3167336,1.0798028,2.4734361,0.2513953,0.3983255,0.9267,0.3429551,0.1365494,0.6657152,0.7259969,1.6864299,0.3774163,1.3728597,0.4723919,0.7390965,1.3616851,0.2089224,0
CA3 V1B,0.629,1667.03,177.94,54.89,42.7,50072.6317,9053.58,66.14,29.94,3.56772939,1.47182238,0.68417008,0.752237355,14.61662085,1.664524577,28.32,1799.891,222.355,23.035,22.865,26.841,9477.129767,69899.51773,1.8073533,0.7755261,1.3147103,0.6616162,0.8133979,0.9116713,0.71125,0.7779195,0.7044774,1.0318831,0.9261837,0.8002522,0.0796994,-0.3994956,0.7679362,0.2129508,5.7790923,1.4502618,2.1676267,0.6136517,1.5490264,0.6181532,0.7256559,0.5144816,0.3229926,0.3304774,0.6587143,0.7163516,0.9553082,0.3959625,-0.0893836,0.4508856,0.2871476,0.9914686,0.590247,0
CA3 V1B,0.625,3813.07,355.24,82.45,74.46,490874.5342,60873.01,236.06,128.33,15.29082381,6.92972142,0.9796006,-81.05030749,276.717507,3.680238616,56.538,4209.827,344.826,34.839,48.936,69.6,50259.44865,687819.8431,1.7828161,0.7511741,1.2682561,0.3797003,0.6161982,1.1319865,0.6210994,0.9030928,0.7141732,1.3714543,0.9057545,1.030201,0.1040519,0.060402,0.6857259,0.0989662,26.7963783,3.4830782,10.0131454,1.635745,3.1702426,0.3475838,0.4943559,0.7048944,0.3387203,0.071273,0.3477313,0.7136673,1.2111754,0.4012131,0.4223509,0.4746194,0.3557829,1.883058,0.3046212,0
CA3 V1B,0.633,7676.98,525.82,116.31,110.84,715895.7808,81705.88,242.36,92.96,11.07629572,4.82744063,0.95885482,28.10190413,143.3060317,3.288437456,83.687,8860.538,506.491,49.433,55.495,80.635,61233.75055,1042613.628,1.7621534,0.7214314,1.1991235,0.3489202,0.5906946,1.157429,0.5954932,0.9529705,0.7225475,1.4390311,0.8664237,1.0381622,0.1541697,0.0763244,0.6873003,0.1389208,19.8842673,3.0134589,7.1488243,0.8184971,2.1865359,0.3259838,0.4736571,0.6012836,0.2291306,0.0960488,0.4427894,0.6866357,1.3343275,0.4563763,0.6686551,0.3337004,0.4582271,1.5183374,0.2797867,0
CA3 V1B,0.661,6105.46,527.92,112.74,89.81,393308.3458,95878.71,167.1,64.22,7.65155836,3.78912889,0.93488523,4.8882104,71.62375244,2.690476362,84.021,7180.641,446.499,44.084,45.451,87.349,57651.63409,1000705.81,2.0817936,0.7932443,1.3902174,0.275291,0.5246818,1.3031844,0.6029977,0.7966117,0.611607,1.4905283,0.8502667,1.1823531,0.1761015,0.3647061,0.7091865,0.2359506,11.863825,1.5216339,2.4414627,0.6340931,1.8606354,0.1408887,0.2707597,1.0902239,0.232458,0.1609818,1.0929502,0.3930309,1.6630701,1.5443289,1.3261402,0.5914496,0.898929,1.1394078,0.1420627,0
CA3 V1B,0.699,7600.49,549.8,124.3,98.85,332217.52,45299,106.24,43.57,5.19177794,2.43420064,0.85560261,2.625192116,32.29051869,2.166060142,87.503,8562.981,489.198,49.186,42.965,60.04,39135.69096,622481.2648,2.0328281,0.7982452,1.4171217,0.3159672,0.5621096,1.2319068,0.618577,0.7952534,0.626339,1.4079387,0.8875986,1.1238802,0.1266354,0.2477605,0.6969108,0.1672734,3.6092604,0.9060191,1.0085864,0.3905302,1.0747404,0.3664509,0.5120871,0.6292562,0.2545039,0.5291553,1.277551,0.5336988,1.1574856,0.8737159,0.3149713,0.4768681,0.4921773,0.8249722,0.2878491,0
CA3 V1B,0.678,6717.67,551.27,106.01,104.95,1626639.643,141041.38,399.67,241.39,28.7612555,12.13930856,0.99325977,-1409.414235,956.4851339,4.576361962,87.737,7713.991,456.59,46.242,72.957,105.942,108502.4592,2072554.469,1.6729193,0.7294082,1.1442065,0.2777793,0.5270477,1.3065747,0.6037948,0.9900009,0.7610884,1.6552655,0.8708423,1.2073641,0.1483135,0.4147282,0.6933457,0.2442981,39.2475392,4.6250115,16.1285919,2.2884587,3.8081918,0.3265861,0.4742403,0.7389002,0.3658144,0.0486619,0.2810568,0.7848477,1.2998911,0.2741325,0.5997822,0.466096,0.3690869,2.3800572,0.2499473,0
CA3 V1B,0.682,4097.39,347.25,82.45,80.34,523329.4625,57348.1,222.35,127.32,15.17060963,4.37313383,0.95030883,-0.124407707,251.7781907,3.86615259,55.267,4789.371,359.295,36.114,49.991,67.555,37483.5416,502196.992,1.6591056,0.7209236,1.1147891,0.4270047,0.653456,1.0665581,0.6185642,0.9744087,0.7674253,1.3406077,0.8555173,0.9664757,0.1688834,-0.0670486,0.7230295,0.148321,21.0059016,4.1436869,11.4614886,1.5642662,2.7676235,0.4052498,0.5476233,0.6696332,0.3553153,0.0909201,0.3692253,1.04208,1.5299541,-0.0403808,1.0599083,0.3409673,0.5316222,1.8356026,0.3578477,0
CA3 V1B,0.673,10177.41,675.79,136.29,129.35,1399296.518,154954,274.96,137.06,16.33080626,5.03643041,0.96207184,6.660497331,286.2292671,3.933298167,107.555,11598.52,621.191,56.917,69.386,111.044,98924.5208,1957617.43,1.825117,0.6892688,1.2578107,0.2800423,0.5291902,1.2720035,0.577307,0.9490792,0.6976208,1.5783303,0.8774749,1.0878939,0.1396338,0.1757877,0.6579186,0.1507904,14.8557577,2.4009454,5.5600073,1.0319283,2.1256989,0.2439674,0.3904402,0.8545013,0.2886763,0.1285602,0.6524039,0.7147957,1.5663862,0.3990011,1.1327723,0.4038585,0.634141,1.4832679,0.2066171,0
CA3 V1B,0.706,15860.83,755.29,185.09,136.92,3449456.959,242977.74,441.04,216.8,25.83211536,9.78190094,0.9896572,22.48288598,748.3923601,4.545889221,120.208,17204.204,703.857,71.054,93.732,139.052,165854.9545,4423644.444,2.1599316,0.8261297,1.563944,0.3493883,0.5910907,1.1727741,0.6258584,0.7397482,0.5894814,1.2989155,0.9219159,1.0730727,0.0846976,0.1461455,0.6788671,0.1069427,24.8706446,3.6845117,10.1544447,1.3465608,3.2211605,0.306286,0.4543789,0.7259037,0.3086183,0.0767917,0.3976107,0.7797772,1.4650014,0.2824176,0.9300028,0.3957775,0.5145137,1.561298,0.2685791,0
CA3 V1B,0.694,1342.41,201.5,52.16,46.48,45085.8875,11354.56,90.92,33.48,3.98924419,1.91583588,0.78588682,2.976640175,19.23651813,1.783004066,32.07,1562.685,215.59,20.671,22.079,30.059,11892.33054,88672.6641,2.0267024,0.7600781,1.367394,0.415475,0.6445735,1.0213909,0.5537089,0.8911043,0.6282321,1.2296672,0.8590409,0.9346431,0.164089,-0.1307138,0.6445664,0.1553738,16.6674872,2.1835178,4.4373084,0.6788486,1.9560088,0.3962884,0.53952,0.4983445,0.2045502,0.1145859,0.4372669,0.5084531,0.9547801,0.9667499,-0.0904399,0.4022992,0.4936226,1.3170561,0.3477603,0
